typeID,groupID,typeName,description,mass,volume,capacity,portionSize,raceID,basePrice,published,marketGroupID,iconID,soundID,graphicID
39,18,Zydrine,"Only found in huge geodes; rocks on the outside with crystal-like quartz on the inside. The rarest and most precious of these geodes are those that contain the dark green zydrine within. Very rare and very expensive.

May be obtained by reprocessing <a href=showinfo:1223>bistot</a> ore and its variations which are available in null security status and wormhole systems.

Significant amounts of zydrine are also present in rare ores like <a href=showinfo:19>spodumain</a> and <a href=showinfo:52315>rakovene</a>.

It can be found in null security status star systems in <a href=showinfo:82163>hezorime</a>.

The rare ore <a href=showinfo:74529>eifyrium</a> also contains significant quantities and is found primarily in nullsec and W-space systems containing A0 (Blue Small) stars, as well as surveyed locations on the borders of empire and nullsec space.",0E-10,0.0100000000,0E-10,1,None,2048.0000,1,1857,404,None,0
40,18,Megacyte,"An extremely rare mineral found in comets and very occasionally in asteroids that have traveled through gas clouds. Has unique explosive traits that make it very valuable in the armaments industry.

May be obtained by reprocessing <a href=showinfo:22>arkonor</a> ore and its variations which are available in null security status and wormhole systems.

Significant amounts of megacyte are also present in rare ores like <a href=showinfo:19>spodumain</a>, <a href=showinfo:52316>bezdnacine</a>, and <a href=showinfo:52306>talassonite</a>.

The rare ore <a href=showinfo:74533>ducinium</a> also contains significant quantities and is found primarily in nullsec and W-space systems containing A0 (Blue Small) stars, as well as surveyed locations on the borders of empire and nullsec space.

Megacyte can also be found in null security status star systems in <a href=showinfo:82205>ueganite</a>.",0E-10,0.0100000000,0E-10,1,None,8192.0000,1,1857,405,None,0
41,280,Garbage,Production waste can mean garbage to some but valuable resource material to others.,2500.0000000000,0.2500000000,0E-10,1,None,20.0000,1,20,1179,None,0
42,280,Spiced Wine,"Luxury goods are always solid commodities for inter-stellar trading. Spiced wine is not the rarest of luxury goods, but it can still be sold at small outposts and bases that don't manufacture any themselves.",500.0000000000,0.5000000000,0E-10,1,None,1500.0000,1,492,27,None,0
43,280,Antibiotics,"Antibiotics are in constant demand everywhere and new, more potent versions, are always made available to counter the increased immunity of bacteria against antibiotics.",5.0000000000,0.2000000000,0E-10,1,None,325.0000,1,492,28,None,0
44,1034,Enriched Uranium,"Enriched Uranium is used in many kinds of manufacturing and as a fuel, making it a steady trade commodity. Enriched Uranium is generally manufactured by combining standard semiconductor PVD methods with ionic separation by means of mass spectrometry.",0E-10,0.7500000000,0E-10,1,None,5000.0000,1,1335,29,None,0
45,281,Frozen Plant Seeds,"Frozen plant seeds are in high demand in many regions, especially on stations orbiting a non-habitable planet.",400.0000000000,0.5000000000,0E-10,1,None,75.0000,1,492,1200,None,0
49,24,Player Kill,Kill confirmation,0E-10,0E-10,0E-10,1,None,None,0,None,None,None,0
50,24,Company Shares,Shares of a corporation.,0E-10,0E-10,0E-10,1,None,None,0,None,2243,None,0
51,24,Bookmark,,0E-10,0E-10,0E-10,1,None,None,0,None,1700,None,0
52,94,Trading,,0E-10,0E-10,0E-10,1,None,None,0,None,None,None,0
53,95,Trade Session,,0E-10,0E-10,0E-10,1,None,None,0,None,None,None,0
54,15,Caldari Logistics Station,,0E-10,1.0000000000,0E-10,1,1,600000.0000,0,None,None,20162,237
56,15,Gallente Military Station,,0E-10,1.0000000000,0E-10,1,8,600000.0000,0,None,None,20164,2307
57,15,Gallente Station Hub,,0E-10,1.0000000000,0E-10,1,8,600000.0000,0,None,None,20164,2306
58,15,C-O-1,Caldari Outpost 1,0E-10,1.0000000000,0E-10,1,1,600000.0000,0,None,None,None,0
59,15,C-O-2,Caldari Outpost 2,0E-10,1.0000000000,0E-10,1,1,600000.0000,0,None,None,None,0
60,1319,Asset Safety Wrap,,1.0000000000,1.0000000000,1.0000000000,1,None,None,0,None,16,None,1174
164,23,Clone Grade Alpha,,0E-10,1.0000000000,0E-10,1,None,None,0,None,34,None,0
165,23,Clone Grade Beta,,0E-10,1.0000000000,0E-10,1,None,28000.0000,0,None,34,None,0
166,23,Clone Grade Gamma,,0E-10,1.0000000000,0E-10,1,None,45500.0000,0,None,34,None,0
178,83,Carbonized Lead S,"Small Projectile Ammo. This ammo uses a simple lead slug encased in a hard shell of crystalline carbon. It is fairly cheap and works very well against most armors. Shields, however, are a problem. 

60% increased optimal range.
5% increased tracking speed.",0.0100000000,0.0025000000,0E-10,100,None,200.0000,1,113,1004,None,1308
179,83,Nuclear S,"Small Projectile Ammo. Nuclear weapons are considered by most races to be crude and primitive. However, the Minmatar still favor them over more sophisticated weapons due to the abundance of materials for plutonium production in Minmatar space.

60% increased optimal range.
5% increased tracking speed.",0.0100000000,0.0025000000,0E-10,100,None,300.0000,1,113,1288,None,1288
180,83,Proton S,"Small Projectile Ammo. Emits a focused, high intensity proton burst upon impact. Fairly effective vs. both shields and armor.

60% increased optimal range.
5% increased tracking speed.",0.0100000000,0.0025000000,0E-10,100,None,400.0000,1,113,1290,None,1290
181,83,Depleted Uranium S,"Small projectile Ammo. Very commonly used by Minmatar pilots, this ammo is incendiary and also has great penetration. Just be careful handling it unless you want to wake up with an extra toe on your forehead. 

20% tracking speed bonus.",0.0100000000,0.0025000000,0E-10,100,None,500.0000,1,113,1285,None,1285
182,83,Titanium Sabot S,"Small Projectile Ammo. This is among the most feared ammunition around. It has excellent penetration. Once the ship's outer layer is penetrated, the core explodes, spraying the interior with a cloud of fragmentation fletchets that cause considerable damage to the vulnerable interior structure.

20% increased tracking speed.",0.0100000000,0.0025000000,0E-10,100,None,600.0000,1,113,1291,None,1291
183,83,Fusion S,"Small Projectile Ammo. The destructive power of a fusion warhead is superior to most other projectile warheads available, although it has problems penetrating heavy shield systems.

50% reduced optimal range.",0.0100000000,0.0025000000,0E-10,100,None,700.0000,1,113,1287,None,1287
184,83,Phased Plasma S,"Small Projectile Ammo. This ammo uses a similar plasma containment core as hybrid charges except that it is mounted in a standard cannon shell.

50% reduced optimal range.",0.0100000000,0.0025000000,0E-10,100,None,800.0000,1,113,1289,None,1289
185,83,EMP S,"Small projectile Ammo. A new technology, this highly advanced ammunition emits a focused EM pulse. Very potent against shields.

50% reduced optimal range.",0.0100000000,0.0025000000,0E-10,100,None,1000.0000,1,113,1286,None,1286
186,83,Carbonized Lead M,"Medium Projectile Ammo. This ammo uses a simple lead slug encased in a hard shell of crystalline carbon. It is fairly cheap and works very well against most armors. Shields, however, are a problem.

60% increased optimal range.
5% increased tracking speed.",1.0000000000,0.0125000000,0E-10,100,None,800.0000,1,112,1292,None,1292
187,83,Nuclear M,"Medium Projectile Ammo. Nuclear weapons are considered by most races to be crude and primitive. However, the Minmatar still favor them over more sophisticated weapons due to the abundance of materials for plutonium production in Minmatar space.

60% increased optimal range.
5% increased tracking speed.",1.0000000000,0.0125000000,0E-10,100,None,1200.0000,1,112,1296,None,1296
188,83,Proton M,"Medium Projectile Ammo. Emits a focused, high intensity proton burst upon impact. Fairly effective vs. both shields and armor.

60% increased optimal range.
5% increased tracking speed.",1.0000000000,0.0125000000,0E-10,100,None,1650.0000,1,112,1298,None,1298
189,83,Depleted Uranium M,"Medium Projectile Ammo. Very commonly used by Minmatar pilots, this ammo is incendiary and also has great penetration. Just be careful handling it unless you want to wake up with an extra toe on your forehead.

20% tracking speed bonus.",1.0000000000,0.0125000000,0E-10,100,None,2050.0000,1,112,1293,None,1293
190,83,Titanium Sabot M,"Medium Projectile Ammo. This is among the most feared ammunition around. It has excellent penetration. Once the ship's outer layer is penetrated, the core explodes, spraying the interior with a cloud of fragmentation fletchets that cause considerable damage to the vulnerable interior structure.

20% increased tracking speed.",1.0000000000,0.0125000000,0E-10,100,None,2350.0000,1,112,1299,None,1299
191,83,Fusion M,"Medium Projectile Ammo. The destructive power of a fusion warhead is superior to most other projectile warheads available, although it has problems penetrating heavy shield systems.

50% reduced optimal range.",1.0000000000,0.0125000000,0E-10,100,None,2750.0000,1,112,1295,None,1295
192,83,Phased Plasma M,"Medium Projectile Ammo. This ammo uses a similar plasma containment core as hybrid charges except that it is mounted in a standard cannon shell.

50% reduced optimal range.",1.0000000000,0.0125000000,0E-10,100,None,3250.0000,1,112,1297,None,1297
193,83,EMP M,"Medium Projectile Ammo. A new technology, this highly advanced ammunition emits a focused EM pulse. Very potent against shields.

50% reduced optimal range.",1.0000000000,0.0125000000,0E-10,100,None,4000.0000,1,112,1294,None,1294
194,83,Carbonized Lead L,"Large Projectile Ammo. This ammo uses a simple lead slug encased in a hard shell of crystalline carbon. It is fairly cheap and works very well against most armors. Shields, however, are a problem.

60% increased optimal range.
5% increased tracking speed.",1.0000000000,0.0250000000,0E-10,100,None,2000.0000,1,109,1300,None,1300
195,83,Nuclear L,"Large Projectile Ammo. Nuclear weapons are considered by most races to be crude and primitive. However, the Minmatar still favor them over more sophisticated weapons due to the abundance of materials for plutonium production in Minmatar space.

60% increased optimal range.
5% increased tracking speed.",1.0000000000,0.0250000000,0E-10,100,None,3000.0000,1,109,1304,None,1304
196,83,Proton L,"Large Projectile Ammo. Emits a focused, high intensity proton burst upon impact. Fairly effective vs. both shields and armor.

60% increased optimal range.
5% increased tracking speed.",1.0000000000,0.0250000000,0E-10,100,None,4000.0000,1,109,1306,None,1306
197,83,Depleted Uranium L,"Large Projectile Ammo. Very commonly used by Minmatar pilots, this ammo is incendiary and also has great penetration. Just be careful handling it unless you want to wake up with an extra toe on your forehead.

20% tracking speed bonus.",1.0000000000,0.0250000000,0E-10,100,None,5000.0000,1,109,1301,None,1301
198,83,Titanium Sabot L,"Large Projectile Ammo. This is among the most feared ammunition around. It has excellent penetration. Once the ship's outer layer is penetrated, the core explodes, spraying the interior with a cloud of fragmentation fletchets that cause considerable damage to the vulnerable interior structure.

20% increased tracking speed.",1.0000000000,0.0250000000,0E-10,100,None,6000.0000,1,109,1307,None,1307
199,83,Fusion L,"Large Projectile Ammo. The destructive power of a fusion warhead is superior to most other projectile warheads available, although it has problems penetrating heavy shield systems.

50% reduced optimal range.",1.0000000000,0.0250000000,0E-10,100,None,7000.0000,1,109,1303,None,1303
200,83,Phased Plasma L,"Large Projectile Ammo. This ammo uses a similar plasma containment core as hybrid charges except that it is mounted in a standard cannon shell.

50% reduced optimal range.",1.0000000000,0.0250000000,0E-10,100,None,8000.0000,1,109,1305,None,1305
201,83,EMP L,"Large Projectile Ammo. A new technology, this highly advanced ammunition emits a focused EM pulse. Very potent against shields.

50% reduced optimal range.",1.0000000000,0.0250000000,0E-10,100,None,10000.0000,1,109,1302,None,1302
202,386,Mjolnir Cruise Missile,"The mother of all missiles, the Mjolnir cruise missile delivers a tremendous payload, guaranteed to get its victims acquainted with their personal god in a quick, but painful manner.",1250.0000000000,0.0500000000,0E-10,100,None,15000.0000,1,921,182,None,20041
203,386,Scourge Cruise Missile,"The first Minmatar-made large missile. Constructed of reactionary alloys, the Scourge cruise missile is built to get to the target. Guidance and propulsion systems are of Gallente origin and were initially used in drones, making this a nimble projectile despite its heavy payload.",1250.0000000000,0.0500000000,0E-10,100,None,10000.0000,1,921,183,None,20043
204,386,Inferno Cruise Missile,"An Amarr creation with powerful capabilities, the Inferno cruise missile was for a long time confined solely to the Amarr armed forces, but exports began some years ago and the missile is now found throughout the universe.",1250.0000000000,0.0500000000,0E-10,100,None,12500.0000,1,921,184,None,20040
205,386,Nova Cruise Missile,A very basic missile for large launchers with reasonable payload. Utilizes the now substandard technology of bulls-eye guidance systems.,1250.0000000000,0.0500000000,0E-10,100,None,7500.0000,1,921,185,None,20042
206,385,Nova Heavy Missile,"The be-all and end-all of medium-sized missiles, the Nova heavy missile is a must for those who want a guaranteed kill no matter the cost.",1000.0000000000,0.0300000000,0E-10,100,None,2000.0000,1,924,186,None,20050
207,385,Mjolnir Heavy Missile,"First introduced by the armaments lab of the Wiyrkomi Corporation, the Mjolnir heavy missile is a solid investment with a large payload and steady performance.",1000.0000000000,0.0300000000,0E-10,100,None,3500.0000,1,924,187,None,20049
208,385,Inferno Heavy Missile,"Originally designed as a 'finisher' - the killing blow to a crippled ship - the Inferno heavy missile has since gone through various technological upgrades. The latest version has a lighter payload than the original, but much improved guidance systems.",1000.0000000000,0.0300000000,0E-10,100,None,3000.0000,1,924,188,None,20048
209,385,Scourge Heavy Missile,The Scourge heavy missile is an old relic from the Caldari-Gallente War that is still in widespread use because of its low price and versatility.,1000.0000000000,0.0300000000,0E-10,100,None,2500.0000,1,924,189,None,20051
210,384,Scourge Light Missile,"From its humble beginnings in tiny Minmatar design labs, the Scourge light missile has quickly established itself throughout the star cluster as a premier missile for light launchers.",700.0000000000,0.0150000000,0E-10,100,None,500.0000,1,920,190,None,20064
211,384,Inferno Light Missile,The explosion the Inferno light missile creates upon impact is stunning enough for any display of fireworks - just ten times more deadly.,700.0000000000,0.0150000000,0E-10,100,None,624.0000,1,920,191,None,20061
212,384,Mjolnir Light Missile,"An advanced missile with a volatile payload of magnetized plasma, the Mjolnir light missile is specifically engineered to take down shield systems.",700.0000000000,0.0150000000,0E-10,100,None,750.0000,1,920,192,None,20062
213,384,Nova Light Missile,The Nova light missile is a tiny nuclear projectile based on a classic Minmatar design that has been in use since the early days of the Minmatar Resistance.,700.0000000000,0.0150000000,0E-10,100,None,370.0000,1,920,193,None,20063
215,85,Iron Charge S,"Consists of two components: a shell of titanium and a core of iron atoms suspended in a plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.

60% increased optimal range.
30% reduced capacitor need.",0.0100000000,0.0025000000,0E-10,100,None,200.0000,1,107,1311,None,1311
216,85,Tungsten Charge S,"Consists of two components: a shell of titanium and a core of tungsten atoms suspended in plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.

40% increased optimal range.
27% reduced capacitor need.",0.0100000000,0.0025000000,0E-10,100,None,300.0000,1,107,1315,None,1315
217,85,Iridium Charge S,"Consists of two components: a shell of titanium and a core of iridium atoms suspended in plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.

20% increased optimal range.
24% reduced capacitor need.",0.0100000000,0.0025000000,0E-10,100,None,400.0000,1,107,1310,None,1310
218,85,Lead Charge S,"Consists of two components: a shell of titanium and a core of lead atoms suspended in a plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.

50% reduced capacitor need.",0.0100000000,0.0025000000,0E-10,100,None,500.0000,1,107,1312,None,1312
219,85,Thorium Charge S,"Consists of two components: a shell of titanium and a core of thorium atoms suspended in plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.

12.5% reduced optimal range.
40% reduced capacitor need.",0.0100000000,0.0025000000,0E-10,100,None,600.0000,1,107,1314,None,1314
220,85,Uranium Charge S,"Consists of two components: a shell of titanium and a core of uranium atoms suspended in plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.

25% reduced optimal range.
8% reduced capacitor need.",0.0100000000,0.0025000000,0E-10,100,None,700.0000,1,107,1316,None,1316
221,85,Plutonium Charge S,"Consists of two components: a shell of titanium and a core of plutonium atoms suspended in plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.

37.5% reduced optimal range.
5% reduced capacitor need.",0.0100000000,0.0025000000,0E-10,100,None,800.0000,1,107,1313,None,1313
222,85,Antimatter Charge S,"Consists of two components: a shell of titanium and a core of antimatter atoms suspended in plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.

50% reduced optimal range.",0.0100000000,0.0025000000,0E-10,100,None,1000.0000,1,107,1047,None,1047
223,85,Iron Charge M,"Consists of two components: a shell of titanium and a core of iron atoms suspended in a plasma state. Railguns launch the shell directly, while particle blasters pump the plasma into a cyclotron and process the plasma into a bolt that is then fired.

60% increased optimal range.
30% reduced capacitor need.",0.0500000000,0.0125000000,0E-10,100,None,800.0000,1,108,1319,None,1319
